"# Channel 2"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -1.15494665814E+001, +0.00000000000E+000
+2.17481250000E+006, -3.51066043026E+000, +0.00000000000E+000
+4.04962500000E+006, -2.90224160235E+000, +0.00000000000E+000
+5.92443750000E+006, -3.64038421636E+000, +0.00000000000E+000
+7.79925000000E+006, -4.78819637286E+000, +0.00000000000E+000
+9.67406250000E+006, -6.56657450474E+000, +0.00000000000E+000
+1.15488750000E+007, -8.62837144165E+000, +0.00000000000E+000
+1.34236875000E+007, -1.06629130630E+001, +0.00000000000E+000
+1.52985000000E+007, -1.27130125606E+001, +0.00000000000E+000
+1.71733125000E+007, -1.48401276033E+001, +0.00000000000E+000
+1.90481250000E+007, -1.70200965222E+001, +0.00000000000E+000
+2.09229375000E+007, -1.92757015683E+001, +0.00000000000E+000
+2.27977500000E+007, -2.16006750216E+001, +0.00000000000E+000
+2.46725625000E+007, -2.32598625849E+001, +0.00000000000E+000
+2.65473750000E+007, -2.56949996485E+001, +0.00000000000E+000
+2.84221875000E+007, -2.79482168773E+001, +0.00000000000E+000
+3.02970000000E+007, -3.04839597561E+001, +0.00000000000E+000
+3.21718125000E+007, -3.31788420723E+001, +0.00000000000E+000
+3.40466250000E+007, -3.60259069885E+001, +0.00000000000E+000
+3.59214375000E+007, -3.92282357491E+001, +0.00000000000E+000
+3.77962500000E+007, -4.30936592246E+001, +0.00000000000E+000
+3.96710625000E+007, -4.83468424301E+001, +0.00000000000E+000
+4.15458750000E+007, -5.57257015709E+001, +0.00000000000E+000
+4.34206875000E+007, -6.39384937904E+001, +0.00000000000E+000
+4.52955000000E+007, -7.26085338493E+001, +0.00000000000E+000
+4.71703125000E+007, -8.15180991643E+001, +0.00000000000E+000
+4.90451250000E+007, -9.06203012959E+001, +0.00000000000E+000
+5.09199375000E+007, -9.98604313626E+001, +0.00000000000E+000
+5.27947500000E+007, -1.09190234879E+002, +0.00000000000E+000
+5.46695625000E+007, -1.18623697727E+002, +0.00000000000E+000
+5.65443750000E+007, -1.28116007882E+002, +0.00000000000E+000
+5.84191875000E+007, -1.37677258736E+002, +0.00000000000E+000
+6.02940000000E+007, -1.47290943124E+002, +0.00000000000E+000
+6.21688125000E+007, -1.56969986792E+002, +0.00000000000E+000
+6.40436250000E+007, -1.66685286760E+002, +0.00000000000E+000
+6.59184375000E+007, -1.76456194942E+002, +0.00000000000E+000
+6.77932500000E+007, +1.73746568953E+002, +0.00000000000E+000
+6.96680625000E+007, +1.63888238830E+002, +0.00000000000E+000
+7.15428750000E+007, +1.54029541672E+002, +0.00000000000E+000
+7.34176875000E+007, +1.44129680822E+002, +0.00000000000E+000
+7.52925000000E+007, +1.34265915740E+002, +0.00000000000E+000
+7.71673125000E+007, +1.24417904719E+002, +0.00000000000E+000
+7.90421250000E+007, +1.14664951472E+002, +0.00000000000E+000
+8.09169375000E+007, +1.04996485072E+002, +0.00000000000E+000
+8.27917500000E+007, +9.55753288908E+001, +0.00000000000E+000
+8.46665625000E+007, +8.67413144358E+001, +0.00000000000E+000
+8.65413750000E+007, +7.92450952501E+001, +0.00000000000E+000
+8.84161875000E+007, +7.38407939131E+001, +0.00000000000E+000
+9.02910000000E+007, +6.92497153023E+001, +0.00000000000E+000
+9.21658125000E+007, +6.50972765677E+001, +0.00000000000E+000
+9.40406250000E+007, +6.11059522792E+001, +0.00000000000E+000
+9.59154375000E+007, +5.72466258085E+001, +0.00000000000E+000
+9.77902500000E+007, +5.34690810239E+001, +0.00000000000E+000
+9.96650625000E+007, +4.97266120633E+001, +0.00000000000E+000
+1.01539875000E+008, +4.60388093246E+001, +0.00000000000E+000
+1.03414687500E+008, +4.23840789501E+001, +0.00000000000E+000
+1.05289500000E+008, +3.87654310954E+001, +0.00000000000E+000
+1.07164312500E+008, +3.51633219359E+001, +0.00000000000E+000
+1.09039125000E+008, +3.16034921556E+001, +0.00000000000E+000
+1.10913937500E+008, +2.80942462685E+001, +0.00000000000E+000
+1.12788750000E+008, +2.46501946263E+001, +0.00000000000E+000
+1.14663562500E+008, +2.12564592180E+001, +0.00000000000E+000
+1.16538375000E+008, +1.79486039143E+001, +0.00000000000E+000
+1.18413187500E+008, +1.47342824878E+001, +0.00000000000E+000
+1.20288000000E+008, +1.16679124444E+001, +0.00000000000E+000
+1.22162812500E+008, +8.74980684331E+000, +0.00000000000E+000
+1.24037625000E+008, +6.05309148196E+000, +0.00000000000E+000
