"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, +4.53636442150E+000, +0.00000000000E+000
+2.17481250000E+006, +4.44037751743E+000, +0.00000000000E+000
+4.04962500000E+006, +4.38522716884E+000, +0.00000000000E+000
+5.92443750000E+006, +4.33913589058E+000, +0.00000000000E+000
+7.79925000000E+006, +4.29276853391E+000, +0.00000000000E+000
+9.67406250000E+006, +4.24710277428E+000, +0.00000000000E+000
+1.15488750000E+007, +4.20245290765E+000, +0.00000000000E+000
+1.34236875000E+007, +4.15863367187E+000, +0.00000000000E+000
+1.52985000000E+007, +4.11465435226E+000, +0.00000000000E+000
+1.71733125000E+007, +4.06814500851E+000, +0.00000000000E+000
+1.90481250000E+007, +4.02392858735E+000, +0.00000000000E+000
+2.09229375000E+007, +3.97797881732E+000, +0.00000000000E+000
+2.27977500000E+007, +3.93297853631E+000, +0.00000000000E+000
+2.46725625000E+007, +3.88460844268E+000, +0.00000000000E+000
+2.65473750000E+007, +3.84012021302E+000, +0.00000000000E+000
+2.84221875000E+007, +3.79548809095E+000, +0.00000000000E+000
+3.02970000000E+007, +3.75147676378E+000, +0.00000000000E+000
+3.21718125000E+007, +3.70628645025E+000, +0.00000000000E+000
+3.40466250000E+007, +3.66098574464E+000, +0.00000000000E+000
+3.59214375000E+007, +3.61532289906E+000, +0.00000000000E+000
+3.77962500000E+007, +3.56983503824E+000, +0.00000000000E+000
+3.96710625000E+007, +3.52449619900E+000, +0.00000000000E+000
+4.15458750000E+007, +3.47973309863E+000, +0.00000000000E+000
+4.34206875000E+007, +3.43390526639E+000, +0.00000000000E+000
+4.52955000000E+007, +3.38781649443E+000, +0.00000000000E+000
+4.71703125000E+007, +3.34215695187E+000, +0.00000000000E+000
+4.90451250000E+007, +3.29635336687E+000, +0.00000000000E+000
+5.09199375000E+007, +3.24843965083E+000, +0.00000000000E+000
+5.27947500000E+007, +3.20300043153E+000, +0.00000000000E+000
+5.46695625000E+007, +3.15594469396E+000, +0.00000000000E+000
+5.65443750000E+007, +3.11023878952E+000, +0.00000000000E+000
+5.84191875000E+007, +3.06279367451E+000, +0.00000000000E+000
+6.02940000000E+007, +3.01563784323E+000, +0.00000000000E+000
+6.21688125000E+007, +2.96739861482E+000, +0.00000000000E+000
+6.40436250000E+007, +2.92102986662E+000, +0.00000000000E+000
+6.59184375000E+007, +2.87371273297E+000, +0.00000000000E+000
+6.77932500000E+007, +2.82622782621E+000, +0.00000000000E+000
+6.96680625000E+007, +2.77714074777E+000, +0.00000000000E+000
+7.15428750000E+007, +2.72988140299E+000, +0.00000000000E+000
+7.34176875000E+007, +2.68017281858E+000, +0.00000000000E+000
+7.52925000000E+007, +2.63174613235E+000, +0.00000000000E+000
+7.71673125000E+007, +2.58193742366E+000, +0.00000000000E+000
+7.90421250000E+007, +2.53446756860E+000, +0.00000000000E+000
+8.09169375000E+007, +2.48849290746E+000, +0.00000000000E+000
+8.27917500000E+007, +2.44750436290E+000, +0.00000000000E+000
+8.46665625000E+007, +2.40757981146E+000, +0.00000000000E+000
+8.65413750000E+007, +2.37143448160E+000, +0.00000000000E+000
+8.84161875000E+007, +2.33804231468E+000, +0.00000000000E+000
+9.02910000000E+007, +2.30648666294E+000, +0.00000000000E+000
+9.21658125000E+007, +2.27695307100E+000, +0.00000000000E+000
+9.40406250000E+007, +2.25221678964E+000, +0.00000000000E+000
+9.59154375000E+007, +2.22879933353E+000, +0.00000000000E+000
+9.77902500000E+007, +2.21093624671E+000, +0.00000000000E+000
+9.96650625000E+007, +2.19301408471E+000, +0.00000000000E+000
+1.01539875000E+008, +2.17876549730E+000, +0.00000000000E+000
+1.03414687500E+008, +2.16799641038E+000, +0.00000000000E+000
+1.05289500000E+008, +2.16182630813E+000, +0.00000000000E+000
+1.07164312500E+008, +2.15534087240E+000, +0.00000000000E+000
+1.09039125000E+008, +2.15510051221E+000, +0.00000000000E+000
+1.10913937500E+008, +2.15377734875E+000, +0.00000000000E+000
+1.12788750000E+008, +2.15654825016E+000, +0.00000000000E+000
+1.14663562500E+008, +2.16128752490E+000, +0.00000000000E+000
+1.16538375000E+008, +2.17062744392E+000, +0.00000000000E+000
+1.18413187500E+008, +2.18210165022E+000, +0.00000000000E+000
+1.20288000000E+008, +2.19821266248E+000, +0.00000000000E+000
+1.22162812500E+008, +2.21380402918E+000, +0.00000000000E+000
+1.24037625000E+008, +2.23384202221E+000, +0.00000000000E+000
+1.25912437500E+008, +2.25463958836E+000, +0.00000000000E+000
+1.27787250000E+008, +2.27661510800E+000, +0.00000000000E+000
+1.29662062500E+008, +2.29505920240E+000, +0.00000000000E+000
+1.31536875000E+008, +2.31577345473E+000, +0.00000000000E+000
+1.33411687500E+008, +2.33372452698E+000, +0.00000000000E+000
+1.35286500000E+008, +2.35479515898E+000, +0.00000000000E+000
+1.37161312500E+008, +2.37435604450E+000, +0.00000000000E+000
+1.39036125000E+008, +2.39591789727E+000, +0.00000000000E+000
+1.40910937500E+008, +2.41345695542E+000, +0.00000000000E+000
+1.42785750000E+008, +2.43256782984E+000, +0.00000000000E+000
+1.44660562500E+008, +2.45042641393E+000, +0.00000000000E+000
+1.46535375000E+008, +2.46952874898E+000, +0.00000000000E+000
+1.48410187500E+008, +2.48699841466E+000, +0.00000000000E+000
+1.50285000000E+008, +2.50535959267E+000, +0.00000000000E+000
+1.52159812500E+008, +2.52089274383E+000, +0.00000000000E+000
+1.54034625000E+008, +2.53910375713E+000, +0.00000000000E+000
+1.55909437500E+008, +2.55513057475E+000, +0.00000000000E+000
+1.57784250000E+008, +2.57447382058E+000, +0.00000000000E+000
+1.59659062500E+008, +2.59194916505E+000, +0.00000000000E+000
+1.61533875000E+008, +2.61177739963E+000, +0.00000000000E+000
+1.63408687500E+008, +2.63096426068E+000, +0.00000000000E+000
+1.65283500000E+008, +2.65011912925E+000, +0.00000000000E+000
+1.67158312500E+008, +2.66572789221E+000, +0.00000000000E+000
+1.69033125000E+008, +2.68435856735E+000, +0.00000000000E+000
+1.70907937500E+008, +2.70126124250E+000, +0.00000000000E+000
+1.72782750000E+008, +2.71974639102E+000, +0.00000000000E+000
+1.74657562500E+008, +2.73488928378E+000, +0.00000000000E+000
+1.76532375000E+008, +2.75427793625E+000, +0.00000000000E+000
+1.78407187500E+008, +2.77064708513E+000, +0.00000000000E+000
+1.80282000000E+008, +2.78910586916E+000, +0.00000000000E+000
+1.82156812500E+008, +2.80244691718E+000, +0.00000000000E+000
+1.84031625000E+008, +2.81925922200E+000, +0.00000000000E+000
+1.85906437500E+008, +2.83370268115E+000, +0.00000000000E+000
+1.87781250000E+008, +2.85031068675E+000, +0.00000000000E+000
+1.89656062500E+008, +2.86605971779E+000, +0.00000000000E+000
+1.91530875000E+008, +2.88353675345E+000, +0.00000000000E+000
+1.93405687500E+008, +2.89832216895E+000, +0.00000000000E+000
+1.95280500000E+008, +2.91477259880E+000, +0.00000000000E+000
+1.97155312500E+008, +2.92981443817E+000, +0.00000000000E+000
+1.99030125000E+008, +2.94670685000E+000, +0.00000000000E+000
+2.00904937500E+008, +2.96201339575E+000, +0.00000000000E+000
+2.02779750000E+008, +2.97978283454E+000, +0.00000000000E+000
+2.04654562500E+008, +2.99356692321E+000, +0.00000000000E+000
+2.06529375000E+008, +3.01048955182E+000, +0.00000000000E+000
+2.08404187500E+008, +3.02458736599E+000, +0.00000000000E+000
+2.10279000000E+008, +3.03775809185E+000, +0.00000000000E+000
+2.12153812500E+008, +3.05128990545E+000, +0.00000000000E+000
+2.14028625000E+008, +3.06747853460E+000, +0.00000000000E+000
+2.15903437500E+008, +3.08248289632E+000, +0.00000000000E+000
+2.17778250000E+008, +3.09917804138E+000, +0.00000000000E+000
+2.19653062500E+008, +3.11332533110E+000, +0.00000000000E+000
+2.21527875000E+008, +3.13207738120E+000, +0.00000000000E+000
+2.23402687500E+008, +3.14727360551E+000, +0.00000000000E+000
+2.25277500000E+008, +3.16434554866E+000, +0.00000000000E+000
+2.27152312500E+008, +3.17929358666E+000, +0.00000000000E+000
+2.29027125000E+008, +3.19626139597E+000, +0.00000000000E+000
+2.30901937500E+008, +3.21079097208E+000, +0.00000000000E+000
+2.32776750000E+008, +3.22753932725E+000, +0.00000000000E+000
+2.34651562500E+008, +3.24230948723E+000, +0.00000000000E+000
+2.36526375000E+008, +3.25750986704E+000, +0.00000000000E+000
+2.38401187500E+008, +3.27189684658E+000, +0.00000000000E+000
+2.40276000000E+008, +3.28749925502E+000, +0.00000000000E+000
+2.42150812500E+008, +3.30293707702E+000, +0.00000000000E+000
+2.44025625000E+008, +3.31784659660E+000, +0.00000000000E+000
+2.45900437500E+008, +3.33261876217E+000, +0.00000000000E+000
+2.47775250000E+008, +3.34887405315E+000, +0.00000000000E+000
+2.49650062500E+008, +3.36130168409E+000, +0.00000000000E+000
+2.51524875000E+008, +3.37607521714E+000, +0.00000000000E+000
+2.53399687500E+008, +3.39004605776E+000, +0.00000000000E+000
+2.55274500000E+008, +3.40394023283E+000, +0.00000000000E+000
+2.57149312500E+008, +3.41773337863E+000, +0.00000000000E+000
+2.59024125000E+008, +3.43224931100E+000, +0.00000000000E+000
+2.60898937500E+008, +3.44569652306E+000, +0.00000000000E+000
+2.62773750000E+008, +3.46036664996E+000, +0.00000000000E+000
+2.64648562500E+008, +3.47391642456E+000, +0.00000000000E+000
+2.66523375000E+008, +3.48709865557E+000, +0.00000000000E+000
+2.68398187500E+008, +3.49934697900E+000, +0.00000000000E+000
+2.70273000000E+008, +3.51298733829E+000, +0.00000000000E+000
+2.72147812500E+008, +3.52564876230E+000, +0.00000000000E+000
+2.74022625000E+008, +3.53983616940E+000, +0.00000000000E+000
+2.75897437500E+008, +3.55370896726E+000, +0.00000000000E+000
+2.77772250000E+008, +3.56832579417E+000, +0.00000000000E+000
+2.79647062500E+008, +3.58195393336E+000, +0.00000000000E+000
+2.81521875000E+008, +3.59637250554E+000, +0.00000000000E+000
+2.83396687500E+008, +3.61064329642E+000, +0.00000000000E+000
+2.85271500000E+008, +3.62441251769E+000, +0.00000000000E+000
+2.87146312500E+008, +3.63677957352E+000, +0.00000000000E+000
+2.89021125000E+008, +3.65117919363E+000, +0.00000000000E+000
+2.90895937500E+008, +3.66527718473E+000, +0.00000000000E+000
+2.92770750000E+008, +3.67815975827E+000, +0.00000000000E+000
+2.94645562500E+008, +3.69154362010E+000, +0.00000000000E+000
+2.96520375000E+008, +3.70466459231E+000, +0.00000000000E+000
+2.98395187500E+008, +3.71844591809E+000, +0.00000000000E+000
+3.00270000000E+008, +3.73238264875E+000, +0.00000000000E+000
+3.02144812500E+008, +3.74474622424E+000, +0.00000000000E+000
+3.04019625000E+008, +3.75942676844E+000, +0.00000000000E+000
+3.05894437500E+008, +3.77025063820E+000, +0.00000000000E+000
+3.07769250000E+008, +3.78376907163E+000, +0.00000000000E+000
+3.09644062500E+008, +3.79623747412E+000, +0.00000000000E+000
+3.11518875000E+008, +3.80889542727E+000, +0.00000000000E+000
+3.13393687500E+008, +3.82235655382E+000, +0.00000000000E+000
+3.15268500000E+008, +3.83593713129E+000, +0.00000000000E+000
+3.17143312500E+008, +3.84702503082E+000, +0.00000000000E+000
+3.19018125000E+008, +3.86115555033E+000, +0.00000000000E+000
+3.20892937500E+008, +3.87374574783E+000, +0.00000000000E+000
+3.22767750000E+008, +3.88495738860E+000, +0.00000000000E+000
+3.24642562500E+008, +3.89674149652E+000, +0.00000000000E+000
+3.26517375000E+008, +3.91057822087E+000, +0.00000000000E+000
+3.28392187500E+008, +3.92228061875E+000, +0.00000000000E+000
+3.30267000000E+008, +3.93641843469E+000, +0.00000000000E+000
+3.32141812500E+008, +3.94851467361E+000, +0.00000000000E+000
+3.34016625000E+008, +3.96157244558E+000, +0.00000000000E+000
+3.35891437500E+008, +3.97370100012E+000, +0.00000000000E+000
+3.37766250000E+008, +3.98577154606E+000, +0.00000000000E+000
+3.39641062500E+008, +3.99920300462E+000, +0.00000000000E+000
+3.41515875000E+008, +4.01115469225E+000, +0.00000000000E+000
+3.43390687500E+008, +4.02427764998E+000, +0.00000000000E+000
+3.45265500000E+008, +4.03803826396E+000, +0.00000000000E+000
+3.47140312500E+008, +4.04915667501E+000, +0.00000000000E+000
+3.49015125000E+008, +4.06362693207E+000, +0.00000000000E+000
+3.50889937500E+008, +4.07662211310E+000, +0.00000000000E+000
+3.52764750000E+008, +4.09253205768E+000, +0.00000000000E+000
+3.54639562500E+008, +4.10399434950E+000, +0.00000000000E+000
+3.56514375000E+008, +4.11891596541E+000, +0.00000000000E+000
+3.58389187500E+008, +4.13086974727E+000, +0.00000000000E+000
+3.60264000000E+008, +4.14495497691E+000, +0.00000000000E+000
+3.62138812500E+008, +4.15854160871E+000, +0.00000000000E+000
+3.64013625000E+008, +4.17221467142E+000, +0.00000000000E+000
+3.65888437500E+008, +4.18310352273E+000, +0.00000000000E+000
+3.67763250000E+008, +4.19608451930E+000, +0.00000000000E+000
+3.69638062500E+008, +4.20856059006E+000, +0.00000000000E+000
+3.71512875000E+008, +4.22275777695E+000, +0.00000000000E+000
+3.73387687500E+008, +4.23294516525E+000, +0.00000000000E+000
+3.75262500000E+008, +4.24695508900E+000, +0.00000000000E+000
+3.77137312500E+008, +4.25844533135E+000, +0.00000000000E+000
+3.79012125000E+008, +4.27179140537E+000, +0.00000000000E+000
+3.80886937500E+008, +4.28433511756E+000, +0.00000000000E+000
+3.82761750000E+008, +4.29868109681E+000, +0.00000000000E+000
+3.84636562500E+008, +4.31021779388E+000, +0.00000000000E+000
+3.86511375000E+008, +4.32275521108E+000, +0.00000000000E+000
+3.88386187500E+008, +4.33440225837E+000, +0.00000000000E+000
+3.90261000000E+008, +4.34709079701E+000, +0.00000000000E+000
+3.92135812500E+008, +4.35699735710E+000, +0.00000000000E+000
+3.94010625000E+008, +4.37017892918E+000, +0.00000000000E+000
+3.95885437500E+008, +4.38170468445E+000, +0.00000000000E+000
+3.97760250000E+008, +4.39401722080E+000, +0.00000000000E+000
+3.99635062500E+008, +4.40554483700E+000, +0.00000000000E+000
+4.01509875000E+008, +4.41951903748E+000, +0.00000000000E+000
+4.03384687500E+008, +4.42836922404E+000, +0.00000000000E+000
+4.05259500000E+008, +4.44107749031E+000, +0.00000000000E+000
+4.07134312500E+008, +4.45114855062E+000, +0.00000000000E+000
+4.09009125000E+008, +4.46302413928E+000, +0.00000000000E+000
+4.10883937500E+008, +4.47502723228E+000, +0.00000000000E+000
+4.12758750000E+008, +4.48852122622E+000, +0.00000000000E+000
+4.14633562500E+008, +4.50025739415E+000, +0.00000000000E+000
+4.16508375000E+008, +4.51509034444E+000, +0.00000000000E+000
+4.18383187500E+008, +4.52552212703E+000, +0.00000000000E+000
+4.20258000000E+008, +4.53925205731E+000, +0.00000000000E+000
+4.22132812500E+008, +4.55016075682E+000, +0.00000000000E+000
+4.24007625000E+008, +4.56222049475E+000, +0.00000000000E+000
+4.25882437500E+008, +4.57199164123E+000, +0.00000000000E+000
+4.27757250000E+008, +4.58484875505E+000, +0.00000000000E+000
+4.29632062500E+008, +4.59414519865E+000, +0.00000000000E+000
+4.31506875000E+008, +4.60697122846E+000, +0.00000000000E+000
+4.33381687500E+008, +4.61833110669E+000, +0.00000000000E+000
+4.35256500000E+008, +4.63144848690E+000, +0.00000000000E+000
+4.37131312500E+008, +4.64281476196E+000, +0.00000000000E+000
+4.39006125000E+008, +4.65819438000E+000, +0.00000000000E+000
+4.40880937500E+008, +4.66941718215E+000, +0.00000000000E+000
+4.42755750000E+008, +4.68153873189E+000, +0.00000000000E+000
+4.44630562500E+008, +4.69414305809E+000, +0.00000000000E+000
+4.46505375000E+008, +4.70452071814E+000, +0.00000000000E+000
+4.48380187500E+008, +4.71492075986E+000, +0.00000000000E+000
+4.50255000000E+008, +4.72840560169E+000, +0.00000000000E+000
+4.52129812500E+008, +4.73926263688E+000, +0.00000000000E+000
+4.54004625000E+008, +4.75212613714E+000, +0.00000000000E+000
+4.55879437500E+008, +4.76210021975E+000, +0.00000000000E+000
+4.57754250000E+008, +4.77291530958E+000, +0.00000000000E+000
+4.59629062500E+008, +4.78319519374E+000, +0.00000000000E+000
+4.61503875000E+008, +4.79520032195E+000, +0.00000000000E+000
+4.63378687500E+008, +4.80478744607E+000, +0.00000000000E+000
+4.65253500000E+008, +4.81780911884E+000, +0.00000000000E+000
+4.67128312500E+008, +4.82820609042E+000, +0.00000000000E+000
+4.69003125000E+008, +4.84000505109E+000, +0.00000000000E+000
+4.70877937500E+008, +4.85040459732E+000, +0.00000000000E+000
+4.72752750000E+008, +4.86396466587E+000, +0.00000000000E+000
+4.74627562500E+008, +4.87535837724E+000, +0.00000000000E+000
+4.76502375000E+008, +4.88715875234E+000, +0.00000000000E+000
+4.78377187500E+008, +4.89806069504E+000, +0.00000000000E+000
+4.80252000000E+008, +4.91015252887E+000, +0.00000000000E+000
+4.82126812500E+008, +4.92009574384E+000, +0.00000000000E+000
+4.84001625000E+008, +4.93141896225E+000, +0.00000000000E+000
+4.85876437500E+008, +4.93994063657E+000, +0.00000000000E+000
+4.87751250000E+008, +4.95119684958E+000, +0.00000000000E+000
+4.89626062500E+008, +4.96220264948E+000, +0.00000000000E+000
+4.91500875000E+008, +4.97190081453E+000, +0.00000000000E+000
+4.93375687500E+008, +4.98375075252E+000, +0.00000000000E+000
+4.95250500000E+008, +4.99694091222E+000, +0.00000000000E+000
+4.97125312500E+008, +5.00789617110E+000, +0.00000000000E+000
+4.99000125000E+008, +5.02029208767E+000, +0.00000000000E+000
+5.00874937500E+008, +5.03200196778E+000, +0.00000000000E+000
+5.02749750000E+008, +5.04379501394E+000, +0.00000000000E+000
+5.04624562500E+008, +5.05589309500E+000, +0.00000000000E+000
+5.06499375000E+008, +5.06803615725E+000, +0.00000000000E+000
+5.08374187500E+008, +5.07821171200E+000, +0.00000000000E+000
+5.10249000000E+008, +5.08936554706E+000, +0.00000000000E+000
+5.12123812500E+008, +5.09922806058E+000, +0.00000000000E+000
+5.13998625000E+008, +5.11061805153E+000, +0.00000000000E+000
+5.15873437500E+008, +5.12201704948E+000, +0.00000000000E+000
+5.17748250000E+008, +5.13475566897E+000, +0.00000000000E+000
+5.19623062500E+008, +5.14541611954E+000, +0.00000000000E+000
+5.21497875000E+008, +5.15692815871E+000, +0.00000000000E+000
+5.23372687500E+008, +5.16809045697E+000, +0.00000000000E+000
+5.25247500000E+008, +5.18069537839E+000, +0.00000000000E+000
+5.27122312500E+008, +5.19177583877E+000, +0.00000000000E+000
+5.28997125000E+008, +5.20412848297E+000, +0.00000000000E+000
+5.30871937500E+008, +5.21564880658E+000, +0.00000000000E+000
+5.32746750000E+008, +5.22825965628E+000, +0.00000000000E+000
+5.34621562500E+008, +5.23902819223E+000, +0.00000000000E+000
+5.36496375000E+008, +5.24991436564E+000, +0.00000000000E+000
+5.38371187500E+008, +5.25983655858E+000, +0.00000000000E+000
+5.40246000000E+008, +5.27080187969E+000, +0.00000000000E+000
+5.42120812500E+008, +5.28024001074E+000, +0.00000000000E+000
+5.43995625000E+008, +5.29088034346E+000, +0.00000000000E+000
+5.45870437500E+008, +5.30110093184E+000, +0.00000000000E+000
+5.47745250000E+008, +5.31104624715E+000, +0.00000000000E+000
+5.49620062500E+008, +5.32139625163E+000, +0.00000000000E+000
+5.51494875000E+008, +5.33305740977E+000, +0.00000000000E+000
+5.53369687500E+008, +5.34421315996E+000, +0.00000000000E+000
+5.55244500000E+008, +5.35552860961E+000, +0.00000000000E+000
+5.57119312500E+008, +5.36638500763E+000, +0.00000000000E+000
+5.58994125000E+008, +5.37729570905E+000, +0.00000000000E+000
+5.60868937500E+008, +5.38659909972E+000, +0.00000000000E+000
