"Record Length",2500,"Points",-2.99600004e-008,-0.0006796875
"Sample Interval",4.00000005e-011,s,-2.99200004e-008,-0.000734375
"Trigger Point",749,"Samples",-2.98800004e-008,-0.0007578125
"Trigger Time",           0,s,-2.98400004e-008,-0.0008203125
"",,,-2.98000004e-008,-0.0008046875
"Horizontal Offset",-3.00000004e-008,s,-2.97600004e-008,-0.0007890625
,,,-2.97200004e-008,-0.000765625
,,,-2.96800004e-008,-0.0007265625
,,,-2.96400004e-008,-0.0007109375
,,,-2.96000004e-008, -0.00071875
,,,-2.95600004e-008,-0.000734375
,,,-2.95200004e-008,-0.0007578125
,,,-2.94800004e-008,  -0.0008125
,,,-2.94400004e-008,  -0.0008125
,,,-2.94000004e-008,-0.000796875
,,,-2.93600004e-008,-0.0007734375
,,,-2.93200004e-008,-0.0007578125
,,,-2.92800004e-008,-0.000734375
,,,-2.92400004e-008,-0.0007734375
,,,-2.92000004e-008,-0.000734375
,,,-2.91600004e-008,-0.0008046875
,,,-2.91200004e-008,-0.000765625
,,,-2.90800004e-008,-0.0006953125
,,,-2.90400004e-008,-0.0006640625
,,,-2.90000004e-008, -0.00065625
,,,-2.89600004e-008,-0.000640625
,,,-2.89200004e-008,-0.0006015625
,,,-2.88800004e-008,  -0.0006875
,,,-2.88400004e-008,-0.0007578125
,,,-2.88000004e-008,  -0.0008125
,,,-2.87600004e-008,-0.0008671875
,,,-2.87200004e-008,-0.0009140625
,,,-2.86800004e-008,-0.0009296875
,,,-2.86400004e-008,-0.0009296875
,,,-2.86000004e-008,-0.0008984375
,,,-2.85600004e-008,-0.0009140625
,,,-2.85200004e-008,-0.0008828125
,,,-2.84800004e-008,-0.000859375
,,,-2.84400004e-008,-0.0008828125
,,,-2.84000004e-008,   -0.000875
,,,-2.83600004e-008,-0.0008828125
,,,-2.83200004e-008,-0.0008828125
,,,-2.82800004e-008,-0.000890625
,,,-2.82400004e-008,-0.0008671875
,,,-2.82000004e-008,-0.000859375
,,,-2.81600004e-008,-0.0008984375
,,,-2.81200004e-008,-0.0008515625
,,,-2.80800004e-008,   -0.000875
,,,-2.80400004e-008,-0.000796875
,,,-2.80000004e-008,  -0.0008125
,,,-2.79600004e-008, -0.00078125
,,,-2.79200004e-008,-0.0007890625
,,,-2.78800004e-008,-0.0008359375
,,,-2.78400004e-008,-0.0008203125
,,,-2.78000004e-008,   -0.000875
,,,-2.77600004e-008, -0.00096875
,,,-2.77200004e-008,-0.001015625
,,,-2.76800004e-008,-0.001007813
,,,-2.76400004e-008, -0.00103125
,,,-2.76000004e-008,-0.001007813
,,,-2.75600004e-008,-0.0009609375
,,,-2.75200004e-008,-0.000890625
,,,-2.74800004e-008,-0.0008515625
,,,-2.74400004e-008,  -0.0008125
,,,-2.74000004e-008,-0.0007890625
,,,-2.73600004e-008,-0.000796875
,,,-2.73200004e-008, -0.00084375
,,,-2.72800004e-008,-0.000859375
,,,-2.72400004e-008,-0.0009453125
,,,-2.72000004e-008,  -0.0009375
,,,-2.71600004e-008,-0.0009453125
,,,-2.71200004e-008,-0.000921875
,,,-2.70800004e-008,-0.0008671875
,,,-2.70400004e-008,-0.000796875
,,,-2.70000004e-008,-0.0007265625
,,,-2.69600004e-008,-0.0006484375
,,,-2.69200004e-008,-0.000640625
,,,-2.68800004e-008,-0.000578125
,,,-2.68400004e-008,-0.0006015625
,,,-2.68000004e-008,-0.000640625
,,,-2.67600004e-008,-0.000703125
,,,-2.67200004e-008,  -0.0008125
,,,-2.66800004e-008, -0.00084375
,,,-2.66400004e-008,-0.0008671875
,,,-2.66000004e-008,-0.0008359375
,,,-2.65600004e-008, -0.00078125
,,,-2.65200004e-008,-0.000703125
,,,-2.64800004e-008,-0.000640625
,,,-2.64400004e-008,-0.000578125
,,,-2.64000004e-008, -0.00053125
,,,-2.63600004e-008,-0.0005234375
,,,-2.63200004e-008,-0.0005703125
,,,-2.62800004e-008,-0.0005859375
,,,-2.62400004e-008,-0.0006640625
,,,-2.62000003e-008,-0.0007109375
,,,-2.61600003e-008,    -0.00075
,,,-2.61200003e-008,-0.0007734375
,,,-2.60800003e-008,-0.0007890625
,,,-2.60400003e-008,-0.0007734375
,,,-2.60000003e-008,    -0.00075
